"orderid","orderdate","month_order","year_order","customerid","shipperid","sales","costs","profit","quantity","discount","freight","product","category","supplier","supplier_country","employeename","hiredate","office","reports_to","title","year_salary","profit2"
10705,2011-08-11,8,2011,35,2,183.00,148.23,34.77,20,0.00,53.85,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-19.08
10705,2011-08-11,8,2011,35,2,78.72,69.11,9.61,4,0.00,53.85,Rossi Bikkini,Bath Clothes,Ravenna Fashion,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-44.24
10706,2011-08-12,8,2011,17,2,179.20,145.15,34.05,20,0.00,43.08,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-9.03
10706,2011-08-12,8,2011,17,2,281.76,228.23,53.53,24,0.00,43.08,Summer Shorts,Bath Clothes,Asin Fashion Ltd Co,Singapore,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,10.45
10706,2011-08-12,8,2011,17,2,68.24,55.27,12.97,8,0.00,43.08,Rasta WCT,Sportwear,FrisersAfrong,France,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-30.11
10707,2012-01-12,1,2012,80,3,878.01,711.19,166.82,21,0.00,76.35,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,90.47
10707,2012-01-12,1,2012,80,3,764.40,619.16,145.24,40,0.00,76.35,Burned Rubber Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,68.89
10707,2012-01-12,1,2012,80,3,953.76,671.78,281.98,28,124.40,76.35,US-Master Jeans,Men´s Clothes,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,205.63
10708,2012-02-13,2,2012,79,2,21.64,17.53,4.11,4,0.00,28.19,O-Man Underwear,Men´s Clothes,Big L,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-24.08
10708,2012-02-13,2,2012,79,2,41.90,33.94,7.96,5,0.00,28.19,Mehmet-Tröja,Babywear,ABC,Sweden,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-20.23
10709,2012-01-13,1,2012,31,2,813.20,658.69,154.51,40,0.00,22.66,Tuxedo,Womens wear,Dressed for Succes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,131.85
10709,2012-01-13,1,2012,31,2,2561.44,2074.77,486.67,28,0.00,22.66,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,464.01
10709,2012-01-13,1,2012,31,2,49.10,39.77,9.33,10,0.00,22.66,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-13.33
10710,2012-01-16,1,2012,27,1,42.25,34.22,8.03,5,0.00,21.49,Squash Shorts,Sportwear,Hot Pants,UK,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-13.46
10710,2012-01-16,1,2012,27,1,131.55,106.56,24.99,5,0.00,21.49,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,3.50
10711,2012-01-17,1,2012,1,2,105.24,92.95,12.29,12,0.00,48.73,Squash Shorts,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-36.44
10711,2012-01-17,1,2012,1,2,393.96,319.11,74.85,42,0.00,48.73,Duck Shirt,Babywear,Mayflower,USA,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,26.12
10711,2012-01-17,1,2012,1,2,7548.00,6113.88,1434.12,120,0.00,48.73,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,1385.39
10712,2012-01-17,1,2012,37,2,185.54,148.94,36.60,3,8.84,23.09,Jumpin Jack Flash Dress,Womens wear,Cangaroo Shoes,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,13.51
10712,2012-01-17,1,2012,37,2,1068.60,865.57,203.03,30,0.00,23.09,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,179.94
10713,2012-01-18,1,2012,19,2,116.28,94.19,22.09,18,0.00,74.75,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-52.66
10713,2012-01-18,1,2012,19,2,941.70,762.78,178.92,30,0.00,74.75,Bike Helmet,Sportwear,Der Bahnhof,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,104.17
10713,2012-01-18,1,2012,19,2,1129.70,989.46,140.24,110,0.00,74.75,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,65.49
10713,2012-01-18,1,2012,19,2,273.84,221.81,52.03,24,0.00,74.75,Rodbye Troje,Babywear,Prael Ltd,Denmark,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-22.72
10714,2012-01-18,1,2012,32,3,653.25,423.31,229.94,30,130.65,45.54,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,184.40
10714,2012-01-18,1,2012,32,3,816.41,529.04,287.38,27,163.28,45.54,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,241.83
10714,2012-01-18,1,2012,32,3,1746.88,1131.97,614.90,50,349.38,45.54,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,569.37
10714,2012-01-18,1,2012,32,3,775.80,502.72,273.08,18,155.16,45.54,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,227.54
10714,2012-01-18,1,2012,32,3,651.90,422.43,229.47,12,130.38,45.54,Ga-Ga Dress,Babywear,Gal Export,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,183.93
10715,2012-01-19,1,2012,9,1,137.76,111.59,26.17,21,0.00,72.70,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-46.53
10715,2012-01-19,1,2012,9,1,953.70,772.50,181.20,30,0.00,72.70,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,108.50
10716,2011-07-20,7,2011,64,2,48.70,39.45,9.25,5,0.00,61.82,Basket Shoes,Sportwear,Hot Pants,UK,Elvis Presley,1993-09-14,1,"",President,80000,-52.57
10716,2011-07-20,7,2011,64,2,730.52,591.72,138.80,7,0.00,61.82,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Elvis Presley,1993-09-14,1,"",President,80000,76.98
10716,2011-07-20,7,2011,64,2,255.70,229.53,26.17,10,0.00,61.82,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Elvis Presley,1993-09-14,1,"",President,80000,-35.65
10717,2012-02-20,2,2012,25,2,339.70,262.05,77.64,32,16.18,52.70,Basket Shoes,Sportwear,Hot Pants,UK,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,24.95
10717,2012-02-20,2,2012,25,2,523.65,424.16,99.49,15,0.00,52.70,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,46.79
10717,2012-02-20,2,2012,25,2,50.14,38.68,11.46,25,2.39,52.70,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-41.24
10718,2011-07-23,7,2011,39,2,363.96,294.81,69.15,36,0.00,31.17,Tiny Winy Hot Bikini,Bath Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,37.98
10718,2011-07-23,7,2011,39,2,181.40,146.93,34.47,20,0.00,31.17,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,3.30
10718,2011-07-23,7,2011,39,2,314.00,254.34,59.66,40,0.00,31.17,Mehmet-Tröja,Babywear,ABC,Sweden,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,28.49
10718,2011-07-23,7,2011,39,2,603.20,488.59,114.61,20,0.00,31.17,Sheat Shoes,Sportwear,Fast Runners,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,83.44
10719,2012-01-23,1,2012,45,3,408.45,264.68,143.77,12,81.69,43.69,Deuce shirt,Babywear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,100.08
10719,2012-01-23,1,2012,45,3,100.65,70.16,30.49,3,20.13,43.69,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-13.20
10719,2012-01-23,1,2012,45,3,1712.50,1109.70,602.80,40,342.50,43.69,Patamonia Fleece Jacket,Sportwear,Mountain International,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,559.11
10720,2011-08-24,8,2011,32,3,138.18,111.93,26.25,21,0.00,21.15,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,5.10
10720,2011-08-24,8,2011,32,3,238.24,192.97,45.27,8,0.00,21.15,Atles Lussekofta,Men´s Clothes,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,24.12
10721,2012-01-25,1,2012,63,2,3967.43,3060.59,906.84,50,188.93,62.62,Okkaba Skin Jackets,Womens wear,Asin Fashion Ltd Co,Singapore,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,844.22
10722,2011-08-25,8,2011,37,2,58.41,47.31,11.10,3,0.00,71.33,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-60.23
10722,2011-08-25,8,2011,37,2,392.50,317.93,74.58,50,0.00,71.33,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,3.24
10722,2011-08-25,8,2011,37,2,527.85,432.47,95.38,45,0.00,71.33,Cap,Sportwear,Hot Pants,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,24.05
10722,2011-08-25,8,2011,37,2,309.12,250.39,58.73,42,0.00,71.33,Bow tie,Men´s Clothes,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-12.60
10723,2012-01-26,1,2012,89,2,480.75,389.41,91.34,15,0.00,37.82,Bike Helmet,Sportwear,Der Bahnhof,Germany,Elvis Presley,1993-09-14,1,"",President,80000,53.52
10724,2012-01-26,1,2012,51,3,123.04,99.66,23.38,16,0.00,25.96,Sapporoo Gloves,Babywear,Nitsuchiba,Japan,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-2.58
10724,2012-01-26,1,2012,51,3,134.10,108.62,25.48,5,0.00,25.96,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-0.48
10725,2012-01-27,1,2012,21,2,123.36,99.92,23.44,12,0.00,73.38,Duck Shirt,Babywear,Mayflower,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-49.94
10725,2012-01-27,1,2012,21,2,290.84,235.58,55.26,4,0.00,73.38,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-18.12
10725,2012-01-27,1,2012,21,2,249.60,202.18,47.42,6,0.00,73.38,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-25.96
10726,2012-01-30,1,2012,19,2,565.50,458.06,107.44,25,0.00,63.55,Oyaki Kimono,Womens wear,Big L,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,43.89
10726,2012-01-30,1,2012,19,2,146.95,119.03,27.92,5,0.00,63.55,Desperado Jeans,Men´s Clothes,Los Hombres Machos,Spain,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-35.63
10727,2012-01-30,1,2012,80,3,577.08,445.28,131.80,20,27.48,31.78,TieBreak Tennis shoes,Men´s Footwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,100.02
10727,2012-01-30,1,2012,80,3,435.44,335.91,99.53,10,20.73,31.78,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,67.75
10727,2012-01-30,1,2012,80,3,86.63,66.83,19.80,10,4.13,31.78,Rasta WCT,Sportwear,FrisersAfrong,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-11.98
10728,2012-01-31,1,2012,62,2,356.25,288.56,67.69,15,0.00,31.39,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,36.30
10728,2012-01-31,1,2012,62,2,106.92,86.61,20.31,6,0.00,31.39,Duck Trousers,Babywear,Mayflower,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-11.08
10728,2012-01-31,1,2012,62,2,450.84,365.18,85.66,12,0.00,31.39,Feiss Fleece Trousers,Sportwear,Mountain International,Canada,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,54.27
10728,2012-01-31,1,2012,62,2,79.95,64.76,15.19,15,0.00,31.39,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-16.20
10729,2011-07-30,7,2011,47,2,1026.00,831.06,194.94,50,0.00,67.48,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Elvis Presley,1993-09-14,1,"",President,80000,127.46
10729,2011-07-30,7,2011,47,2,284.70,230.61,54.09,30,0.00,67.48,Basket Shoes,Sportwear,Hot Pants,UK,Elvis Presley,1993-09-14,1,"",President,80000,-13.39
10729,2011-07-30,7,2011,47,2,660.40,534.92,125.48,40,0.00,67.48,Finnish Swimsuit,Sportwear,Nordik Koskenkorva,Finland,Elvis Presley,1993-09-14,1,"",President,80000,58.00
10730,2011-09-01,9,2011,80,3,137.81,106.31,31.50,15,6.56,76.20,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-44.70
10730,2011-09-01,9,2011,80,3,27.47,21.19,6.28,3,1.31,76.20,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-69.92
10730,2011-09-01,9,2011,80,3,95.13,73.39,21.74,10,4.53,76.20,Stretch oui-pants,Womens wear,Big L,USA,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-54.46
10731,2011-09-02,9,2011,44,2,412.02,317.84,94.18,40,19.62,43.34,Basket Shoes,Sportwear,Hot Pants,UK,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,50.84
10731,2011-09-02,9,2011,44,2,2959.74,2283.23,676.51,30,140.94,43.34,Snake Boots,Men´s Footwear,Cangaroo Shoes,Australia,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,633.17
10732,2012-02-02,2,2012,1,2,8250.00,6682.50,1567.50,20,0.00,48.00,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,1519.50
10733,2011-05-04,5,2011,5,2,348.32,282.14,66.18,16,0.00,45.37,Kool Sunglasses,Children´s wear,SatSUMAs,Japan,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,20.81
10733,2011-05-04,5,2011,5,2,998.80,809.03,189.77,20,0.00,45.37,RDL Suit,Children´s wear,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,144.40
10733,2011-05-04,5,2011,5,2,2147.50,1739.47,408.02,25,0.00,45.37,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,362.66
10734,2012-02-03,2,2012,31,2,120.90,97.93,22.97,30,0.00,34.90,Shagall Socks,Womens wear,Dressed for Succes,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-11.93
10734,2012-02-03,2,2012,31,2,351.30,287.07,64.23,15,0.00,34.90,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,29.33
10734,2012-02-03,2,2012,31,2,8252.40,6862.10,1390.30,20,0.00,34.90,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,1355.40
10735,2012-02-06,2,2012,17,2,570.46,420.07,150.39,20,51.86,42.52,Adihash Running Shoe,Sportwear,Fast Runners,Canada,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,107.87
10735,2012-02-06,2,2012,17,2,27.61,20.33,7.28,2,2.51,42.52,Skirt,Womens wear,Austerlich,Germany,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,-35.24
10736,2012-02-07,2,2012,37,2,374.00,302.94,71.06,40,0.00,63.69,Stretch oui-pants,Womens wear,Big L,USA,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,7.37
10736,2012-02-07,2,2012,37,2,151.00,122.31,28.69,20,0.00,63.69,Bow tie,Men´s Clothes,Austerlich,Germany,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-35.00
10737,2012-02-07,2,2012,19,2,102.24,83.84,18.40,4,0.00,63.14,Aino Shoes,Babywear,SatSUMAs,Japan,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-44.74
10737,2012-02-07,2,2012,19,2,121.44,98.37,23.07,12,0.00,63.14,Duck Shirt,Babywear,Mayflower,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-40.07
10738,2011-09-08,9,2011,74,1,25.98,21.04,4.94,3,0.00,43.51,Wimbledon T-Shirt,Sportwear,New Balls,Australia,Joan Callins,1994-09-03,3,"2",Sales Manager,70000,-38.57
10739,2012-02-08,2,2012,19,2,44.76,36.26,8.50,6,0.00,65.96,Mehmet-Tröja,Babywear,ABC,Sweden,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,-57.46
10739,2012-02-08,2,2012,19,2,1431.72,1159.69,272.03,18,0.00,65.96,Small Crocodile Boots,Ladies´Footwear,Cangaroo Shoes,Australia,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,206.07
10740,2011-09-09,9,2011,89,2,252.66,170.55,82.11,5,42.11,25.96,RDL Suit,Children´s wear,Austerlich,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,56.15
10740,2011-09-09,9,2011,89,2,252.00,170.10,81.90,35,42.00,25.96,LA. Shorts,Bath Clothes,Smooth Clothes,USA,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,55.94
10740,2011-09-09,9,2011,89,2,447.84,302.29,145.55,40,74.64,25.96,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,119.59
10740,2011-09-09,9,2011,89,2,665.95,449.52,216.43,14,110.99,25.96,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,190.47
10741,2012-02-10,2,2012,4,2,324.54,219.06,105.48,15,54.09,70.43,Mr X Trousers,Men´s Clothes,Sunny Clothes,UK,Helen Brolin,1995-02-15,1,"4",Sales Representative,60000,35.05
10742,2011-07-10,7,2011,37,2,394.00,319.14,74.86,20,0.00,37.65,Chantell Shirt,Womens wear,Sunny Clothes,UK,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,37.21
10742,2011-07-10,7,2011,37,2,267.50,216.68,50.83,50,0.00,37.65,Game Over T-Shirt,Sportwear,FrisersAfrong,France,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,13.17
10742,2011-07-10,7,2011,37,2,393.75,344.67,49.08,35,0.00,37.65,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,11.43
10743,2012-02-13,2,2012,1,2,383.08,295.52,87.56,28,18.24,23.05,Rodbye Troje,Babywear,Prael Ltd,Denmark,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,64.51
10744,2012-02-13,2,2012,79,2,1187.40,801.50,385.90,50,197.90,54.20,Duck Trousers,Babywear,Mayflower,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,331.70
10745,2011-09-14,9,2011,63,2,659.04,533.82,125.22,24,0.00,57.20,Deuce shirt,Babywear,New Balls,Australia,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,68.02
10745,2011-09-14,9,2011,63,2,1146.08,928.32,217.76,16,0.00,57.20,Okkaba Skin Jackets,Womens wear,Asin Fashion Ltd Co,Singapore,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,160.56
10745,2011-09-14,9,2011,63,2,391.05,316.75,74.30,45,0.00,57.20,Rasta WCT,Sportwear,FrisersAfrong,France,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,17.10
10745,2011-09-14,9,2011,63,2,85.12,68.95,16.17,7,0.00,57.20,Rossi Shorts,Bath Clothes,Ravenna Fashion,Italy,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-41.03
10746,2012-02-15,2,2012,82,3,144.48,117.03,27.45,6,0.00,34.33,Aino Shoes,Babywear,SatSUMAs,Japan,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-6.88
10746,2012-02-15,2,2012,82,3,416.36,337.25,79.11,28,0.00,34.33,Balett Shoes,Ladies´Footwear,Asin Fashion Ltd Co,Singapore,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,44.78
10746,2012-02-15,2,2012,82,3,256.32,207.62,48.70,9,0.00,34.33,Sheat Shoes,Sportwear,Fast Runners,Canada,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,14.37
10746,2012-02-15,2,2012,82,3,82.80,67.07,15.73,40,0.00,34.33,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-18.60
10747,2011-08-15,8,2011,59,1,65.92,53.40,12.52,8,0.00,51.06,Rossi Bermuda Shorts,Bath Clothes,Ravenna Fashion,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-38.54
10747,2011-08-15,8,2011,59,1,316.75,256.57,60.18,35,0.00,51.06,Duck Shirt,Babywear,Mayflower,USA,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,9.12
10747,2011-08-15,8,2011,59,1,184.50,149.44,35.06,9,0.00,51.06,Serve-Shirt,Womens wear,New Balls,Australia,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-16.00
10747,2011-08-15,8,2011,59,1,63.90,51.76,12.14,30,0.00,51.06,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-38.92
10748,2012-02-16,2,2012,1,2,419.76,340.01,79.75,44,0.00,28.47,DSW,Ladies´Footwear,Goa Kläder,Sweden,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,51.28
10748,2012-02-16,2,2012,1,2,720.40,609.95,110.45,40,0.00,28.47,Duck Trousers,Babywear,Mayflower,USA,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,81.98
10748,2012-02-16,2,2012,1,2,1034.88,838.25,196.63,28,0.00,28.47,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Tom Lindwall,1995-11-22,2,"4",Sales Representative,61000,168.16
10749,2012-02-16,2,2012,32,3,612.15,495.84,116.31,15,0.00,46.19,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,70.12
10749,2012-02-16,2,2012,32,3,52.80,42.77,10.03,6,0.00,46.19,Rasta WCT,Sportwear,FrisersAfrong,France,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,-36.16
10749,2012-02-16,2,2012,32,3,4192.30,3395.76,796.54,10,0.00,46.19,Minnki Pälsii,Womens wear,Nordik Koskenkorva,Finland,Rock Roll,1994-10-01,5,"4",Sales Representative,61000,750.35
10750,2011-07-17,7,2011,1,2,125.18,88.17,37.01,5,16.33,77.41,Kool Sunglasses,Children´s wear,SatSUMAs,Japan,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-40.40
10750,2011-07-17,7,2011,1,2,405.72,285.77,119.95,40,52.92,77.41,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,42.54
10750,2011-07-17,7,2011,1,2,260.19,183.26,76.92,25,33.94,77.41,Rasta WCT,Sportwear,FrisersAfrong,France,Leif Shine,1994-03-05,2,"2",Sales Coordinator,65000,-0.48
10751,2011-09-20,9,2011,37,2,402.20,296.17,106.04,12,36.56,31.69,Bike Helmet,Sportwear,Der Bahnhof,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,74.34
10751,2011-09-20,9,2011,37,2,708.30,573.72,134.58,30,0.00,31.69,Baby Dark Lounge Suit,Babywear,Executive Clothing GMBH,Germany,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,102.89
10751,2011-09-20,9,2011,37,2,330.44,243.32,87.12,20,30.04,31.69,Finnish Swimsuit,Sportwear,Nordik Koskenkorva,Finland,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,55.43
10751,2011-09-20,9,2011,37,2,15.60,12.64,2.96,15,0.00,31.69,Mehmet-Napp,Babywear,ABC,Sweden,Rob Carsson,1994-10-01,1,"4",Sales Representative,63000,-28.73
10752,2011-08-20,8,2011,53,2,144.16,116.77,27.39,8,0.00,50.65,Lenin Jeansshorts,Men´s Clothes,Sunny Clothes,UK,Elvis Presley,1993-09-14,1,"",President,80000,-23.26
10752,2011-08-20,8,2011,53,2,6.57,5.32,1.25,3,0.00,50.65,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Elvis Presley,1993-09-14,1,"",President,80000,-49.40
10753,2012-02-21,2,2012,27,1,35.88,29.06,6.82,4,0.00,52.47,Danske Treshoe,Men´s Footwear,Prael Ltd,Denmark,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-45.65
10753,2012-02-21,2,2012,27,1,163.80,132.68,31.12,5,0.00,52.47,Nikee Running Shoes,Children´s wear,Nitsuchiba,Japan,Lennart Skoglund,1994-01-17,4,"4",Sales Representative,61200,-21.35
10755,2012-02-22,2,2012,59,1,1044.75,677.00,367.75,30,208.95,24.00,Lundenhagen Boots,Men´s Footwear,Niemegen Boots,Netherlands,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,343.75
10755,2012-02-22,2,2012,59,1,1558.50,1110.58,447.92,30,311.70,24.00,High Heels Shoes,Ladies´Footwear,Pirilli Company,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,423.92
10755,2012-02-22,2,2012,59,1,359.10,232.70,126.40,14,71.82,24.00,Burned Rubber Shoes,Ladies´Footwear,Pirilli Company,Italy,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,102.40
10755,2012-02-22,2,2012,59,1,62.19,40.30,21.89,25,12.44,24.00,Racing Truck  Socks,Sportwear,Bar Åkeri,Norway,Ingrid Hendrix,1995-10-17,3,"4",Sales Representative,61300,-2.11
